property id,property code,is active,postal address,postal city,postal state,postal zip code,postal country,property name,acquire date,dispose date,inactive date,is commercial,is international,property last closed period,database id
7715,3ca00001,TRUE,,Torrance,CA,90503,US,605-655 Hawaii Avenue,,,,TRUE,FALSE,6/1/25,1
7756,3ca00002,TRUE,,Ontario,CA,91761,US,2580 E. Philadelphia Street,,,,TRUE,FALSE,6/1/25,1
7760,3ca00003,TRUE,,Ontario,CA,91761,US,2260 S. Archibald Street,,,,TRUE,FALSE,6/1/25,1
7762,3ca00004,TRUE,,Ontario,CA,91761,US,1920 South Rochester Avenue,,,,TRUE,FALSE,6/1/25,1
7764,3ca00005,TRUE,,Ontario,CA,91761,US,1930 S. Rochester Avenue,,,,TRUE,FALSE,6/1/25,1
3572,3fl00001,TRUE,,Opa-Locka,FL,33054,US,14735 NW 25th Court,,,,TRUE,FALSE,6/1/25,1
3628,3fl00002,TRUE,,West Palm Beach,FL,33404,US,7970 Central Industrial Blvd,,,,TRUE,FALSE,6/1/25,1
3651,3fl00003,TRUE,,Miami,FL,33142,US,3330 NW 60th St,,,,TRUE,FALSE,6/1/25,1
3797,3fl00004,TRUE,,Opa-Locka,FL,33054,US,13281 NW 43rd Ave,,,,TRUE,FALSE,6/1/25,1
4435,3fl00005,TRUE,,Miami,FL,33168,US,920 NW 159 Drive,,,,TRUE,FALSE,6/1/25,1
4800,3fl00006,TRUE,,West Palm Beach,FL,33407,US,4390 Westroads Drive,,,,TRUE,FALSE,6/1/25,1
5084,3fl00007,TRUE,,Opa-Locka,FL,33054,US,4570 NW 128th Street,,,,TRUE,FALSE,6/1/25,1
6091,3fl00008,TRUE,,Opa-locka,FL,33054,US,13000 NW 38th Ave,,,,TRUE,FALSE,6/1/25,1
6092,3fl00009,TRUE,,Opa Locka,FL,33054,US,13001 NW 38th Ave,,,,TRUE,FALSE,6/1/25,1
6093,3fl00010,TRUE,,Opa Locka,FL,33054,US,12900 NW 38th Ave,,,,TRUE,FALSE,6/1/25,1
6094,3fl00011,TRUE,,Orlando,FL,32808,US,2479 Eunice Ave,,,,TRUE,FALSE,6/1/25,1
6581,3fl00012,TRUE,,Jacksonville,FL,32226,US,2550 Cabot Commerce Dr,,,,TRUE,FALSE,6/1/25,1
6586,3fl00013,TRUE,,Jacksonville,FL,32226,US,11070 Cabot Commerce Circle,,,,TRUE,FALSE,6/1/25,1
6588,3fl00014,TRUE,,Jacksonville,FL,32226,US,11084 Cabot Commerce Circle,,,,TRUE,FALSE,6/1/25,1
6592,3fl00015,TRUE,,Jacksonville,FL,32226,US,2562 Cabot Commerce Circle,,,,TRUE,FALSE,6/1/25,1
6597,3fl00016,TRUE,,Jacksonville,FL,32226,US,Land Parcel/Storage Unit- Big Rig,,,,TRUE,FALSE,6/1/25,1
6645,3fl00017,TRUE,,Jacksonville,FL,32218,US,"Park 295 - Hazel Street, Jacksonville FL",,,,TRUE,FALSE,6/1/25,1
6993,3fl00019,TRUE,,Miami,FL,33186,US,12750-12770 SW 125th Avenue,,,,TRUE,FALSE,6/1/25,1
7739,3fl00020,TRUE,,Pompano Beach,FL,33069,US,1410 SW 29th Avenue,,,,TRUE,FALSE,6/1/25,1
7805,3fl00021,TRUE,,Clearwater,FL,33760,US,"14550 58th Street N, Clearwater, FL",,,,TRUE,FALSE,6/1/25,1
7826,3fl00022,TRUE,,Pompano Beach,FL,33069,US,2025 NW 15th Ave.,,,,TRUE,FALSE,6/1/25,1
7835,3fl00023,TRUE,,Boca Raton,FL,33487,US,6400 Park of Commerce Boulevard,,,,TRUE,FALSE,6/1/25,1
7821,3fl00024,TRUE,,Boca Raton,FL,33487,US,6500 Park of Commerce Boulevard,,,,TRUE,FALSE,6/1/25,1
7843,3fl00025,TRUE,,Boynton Beach,FL,33426,US,4935 Park Ridge Blvd,,,,TRUE,FALSE,6/1/25,1
7837,3fl00026,TRUE,,Tampa,FL,33610,US,4531 Oak Fair Blvd.,,,,TRUE,FALSE,6/1/25,1
7825,3fl00027,TRUE,,Orlando,FL,32822,US,6901 TPC Drive,,,,TRUE,FALSE,6/1/25,1
7866,3fl00028,TRUE,,Orlando,FL,32822,US,6435 Hazeltine National Drive,,,,TRUE,FALSE,6/1/25,1
7809,3fl00029,TRUE,,Jacksonville,FL,32256,US,10475 Fortune Parkway,,,,TRUE,FALSE,6/1/25,1
7830,3fl00030,TRUE,,Tamarac,FL,33321,US,6200-6320 North Hiatus Road,,,,TRUE,FALSE,6/1/25,1
7822,3fl00031,TRUE,,Port Saint Lucie,FL,34986,US,645-651 Enterprise Drive,,,,TRUE,FALSE,6/1/25,1
6982,3fla0018,TRUE,,Jacksonville,FL,32226,US,Alta Lake Commerce Center,,,,FALSE,FALSE,6/1/25,1
7006,3fld1,TRUE,,,,,United States,FIVF-III-FLD1 LP,,,,FALSE,FALSE,6/1/25,1
6652,3fpdgjow,TRUE,,,,,United States,FP-DG Joyce Kilmer Owner LP,,,,FALSE,FALSE,6/1/25,1
6660,3fpdgjpa,TRUE,,,,,United States,DIG New Brunswick JV LLC,,,,FALSE,FALSE,6/1/25,1
6651,3fpdgjve,TRUE,,,,,United States,FP-DG Joyce Kilmer Venture LP,,,,FALSE,FALSE,6/1/25,1
7008,3fphpflo,TRUE,,,,,United States,FP-Hazel Park 295 Owner LP,,,,FALSE,FALSE,6/1/25,1
7007,3fphpflp,TRUE,,,,,United States,"HSI PARK 295 GP, LLC",,,,FALSE,FALSE,6/1/25,1
7013,3fphpflv,TRUE,,,,,United States,FP-Hazel Park 295 Venture LP,,,,FALSE,FALSE,6/1/25,1
6644,3fplnjos,TRUE,,,,,United States,FP-Lincoln Swisher Owner LP,,,,FALSE,FALSE,6/1/25,1
6643,3fplnjvs,TRUE,,,,,United States,FP-Lincoln Swisher Venture LP,,,,FALSE,FALSE,6/1/25,1
6659,3fplnswp,TRUE,,,,,United States,Royal Swisher Road LLC,,,,FALSE,FALSE,6/1/25,1
3634,3ga00001,TRUE,,Atlanta,GA,30318,US,2160 Hills Avenue,,,,TRUE,FALSE,6/1/25,1
3735,3ga00002,TRUE,,Conyers,GA,30012,US,801 Blacklawn Road,,,,TRUE,FALSE,6/1/25,1
3796,3ga00003,TRUE,,Marietta,GA,30066,US,1100 Shallowford Rd,,,,TRUE,FALSE,6/1/25,1
4116,3ga00004,TRUE,,Atlanta,GA,30318,US,2005 Marietta Rd,,,,TRUE,FALSE,6/1/25,1
5439,3ga00005,TRUE,,Conyers,GA,30013,US,370 Gees Mill,,,,TRUE,FALSE,6/1/25,1
6270,3ga00006,TRUE,,Norcross,GA,30093,US,3905 Steve Reynolds Blvd,,,,TRUE,FALSE,6/1/25,1
6272,3ga00007,TRUE,,Norcross,GA,30093,US,4025 Steve Reynolds Blvd,,,,TRUE,FALSE,6/1/25,1
6615,3ga00008,TRUE,,Morrow,GA,30260,US,1056 Personal Place,,,,TRUE,FALSE,6/1/25,1
6614,3ga00009,TRUE,,Doraville,GA,30340,US,48-50 Best Friend Road,,,,TRUE,FALSE,6/1/25,1
6625,3ga00010,TRUE,,Peachtree Corners,GA,30092,US,3285 Saturn Ct,,,,TRUE,FALSE,6/1/25,1
6662,3ga00011,TRUE,,Norcross,GA,30093,US,1400 Beaver Ruin Rd,,,,TRUE,FALSE,6/1/25,1
7799,3ga00012,TRUE,,Tucker,GA,30384,US,"Hart Portfolio, ATL - 4916 N. Royal Dr",,,,TRUE,FALSE,6/1/25,1
7801,3ga00013,TRUE,,Tucker,GA,30384,US,"Hart Portfolio, ATL - 4919 N Royal Dr",,,,TRUE,FALSE,6/1/25,1
7803,3ga00014,TRUE,,Watkinsville,GA,30677,US,"Hart Portfolio, ATL - 1120 Vend Dr",,,,TRUE,FALSE,6/1/25,1
7813,3ga00015,TRUE,,Marietta,GA,30062,US,1765 West Oak Parkway,,,,TRUE,FALSE,6/1/25,1
7815,3ga00016,TRUE,,Marietta,GA,30062,US,1775 West Oak Parkway,,,,TRUE,FALSE,6/1/25,1
7841,3ga00017,TRUE,,Duluth,GA,30096,US,1950 Evergreen Boulevard,,,,TRUE,FALSE,6/1/25,1
7817,3ga00018,TRUE,,Duluth,GA,30096,US,1955 Evergreen Blvd,,,,TRUE,FALSE,6/1/25,1
7818,3ga00019,TRUE,,Duluth,GA,30096,US,1965 Evergreen Boulevard,,,,TRUE,FALSE,6/1/25,1
7839,3ga00020,TRUE,,Norcross,GA,30071,US,3140 Northwoods Parkway,,,,TRUE,FALSE,6/1/25,1
7833,3ga00021,TRUE,,Norcross,GA,30071,US,3145 Northwoods Parkway,,,,TRUE,FALSE,6/1/25,1
3736,3il00001,TRUE,,Addison,IL,60101,US,410 Factory,,,,TRUE,FALSE,6/1/25,1
3741,3il00002,TRUE,,Northlake,IL,60164,US,150-152 Railroad,,,,TRUE,FALSE,6/1/25,1
3798,3il00003,TRUE,,Chicago,IL,60608,US,2100 W 32nd,,,,TRUE,FALSE,6/1/25,1
3799,3il00004,TRUE,,Waukegan,IL,60085,US,3380 Grand Ave,,,,TRUE,FALSE,6/1/25,1
4125,3il00005,TRUE,,Elk Grove Village,IL,60007,US,955 Estes Avenue,,,,TRUE,FALSE,6/1/25,1
4130,3il00006,TRUE,,Elk Grove Village,IL,60007,US,1221 Landmeier,,,,TRUE,FALSE,6/1/25,1
4192,3il00007,TRUE,,Elk Grove Village,IL,60007,US,800-812 Greenleaf Avenue,,,,TRUE,FALSE,6/1/25,1
6607,3il00008,TRUE,,Lombard,IL,60148,US,1064 N Garfield,,,,TRUE,FALSE,6/1/25,1
6676,3il00009,TRUE,,La Grange Park,IL,60526,US,825 26th Street,,,,TRUE,FALSE,6/1/25,1
7014,3il00010,TRUE,,St. Charles,IL,60174,US,3605 Swenson Ave,,,,TRUE,FALSE,6/1/25,1
7016,3il00011,TRUE,,Naperville,IL,60563,US,1670 Frontenac Road,,,,TRUE,FALSE,6/1/25,1
7018,3il00012,TRUE,,Naperville,IL,60563,US,1674 Frontenac Rd,,,,TRUE,FALSE,6/1/25,1
7369,3il00013,TRUE,,Romeoville,IL,60446,US,1265 Naperville Drive,,,,TRUE,FALSE,6/1/25,1
7695,3il00014,TRUE,,Schaumburg,IL,60193,US,600 W Irving Park Road,,,,TRUE,FALSE,6/1/25,1
7779,3il00015,TRUE,,Waukegan,IL,60087,US,3801-31 Hawthorne Court,,,,TRUE,FALSE,6/1/25,1
7781,3il00016,TRUE,,Itasca,IL,60143,US,750 District Drive,,,,TRUE,FALSE,6/1/25,1
3633,3md00001,TRUE,,Columbia,MD,21045,US,9176 Red Branch,,,,TRUE,FALSE,6/1/25,1
3714,3md00002,TRUE,,Glen Burnie,MD,21060,US,6704 Curtis,,,,TRUE,FALSE,6/1/25,1
4079,3md00003,TRUE,,Nottingham,MD,21236,US,8361 Town Center Court,,,,TRUE,FALSE,6/1/25,1
4115,3md00004,TRUE,,Windsor Mill,MD,21244,US,7120 Ambassador Road,,,,TRUE,FALSE,6/1/25,1
5727,3md00005,TRUE,,Cockeysville,MD,21030,US,221 Cockeysville Road,,,,TRUE,FALSE,6/1/25,1
6142,3md00006,TRUE,,Baltimore,MD,21223,US,2915 Wilmarco Ave,,,,TRUE,FALSE,6/1/25,1
6655,3md00007,TRUE,,Baltimore,MD,21223,US,1200 Bernard Drive,,,,TRUE,FALSE,6/1/25,1
4727,3nc00001,TRUE,,Pineville,NC,28134,US,10000 Industrial Drive,,,,TRUE,FALSE,6/1/25,1
5457,3nc00002,TRUE,,Charlotte,NC,28206,US,4112 Joe Street,,,,TRUE,FALSE,6/1/25,1
5459,3nc00003,TRUE,,Charlotte,NC,28273,US,9701 Brookford Street,,,,TRUE,FALSE,6/1/25,1
5460,3nc00004,TRUE,,Charlotte,NC,28273,US,2101 Westinghouse Boulevard,,,,TRUE,FALSE,6/1/25,1
5726,3nc00005,TRUE,,Charlotte,NC,28208,US,2200 Executive Street,,,,TRUE,FALSE,6/1/25,1
5819,3nc00006,TRUE,,Mooresville,NC,28115,US,464 East Plaza Drive,,,,TRUE,FALSE,6/1/25,1
6077,3nc00007,TRUE,,Charlotte,NC,28269,US,12210 Vance Davis,,,,TRUE,FALSE,6/1/25,1
6078,3nc00008,TRUE,,Charlotte,NC,28269,US,12140 Vance Davis,,,,TRUE,FALSE,6/1/25,1
3569,3nj00001,TRUE,,Union,NJ,7083,US,1000 Brighton Street,,,,TRUE,FALSE,6/1/25,1
3649,3nj00002,TRUE,,Oakland,NJ,7436,US,153 Bauer Drive,,,,TRUE,FALSE,6/1/25,1
3740,3nj00003,TRUE,,Wayne,NJ,7470,US,26 Hanes Drive,,,,TRUE,FALSE,6/1/25,1
4077,3nj00004,TRUE,,Moorestown,NJ,8057,US,1253 Glen Avenue,,,,TRUE,FALSE,6/1/25,1
4076,3nj00005,TRUE,,Paulsboro,NJ,8066,US,1425 Grandview Avenue,,,,TRUE,FALSE,6/1/25,1
4722,3nj00006,TRUE,,Branchburg,NJ,8876,US,3140 Route 22,,,,TRUE,FALSE,6/1/25,1
4818,3nj00007,TRUE,,Ridgefield,NJ,7657,US,1145 Edgewater Ave,,,,TRUE,FALSE,6/1/25,1
4819,3nj00008,TRUE,,Ridgefield,NJ,7657,US,1125 Hendricks Causeway,,,,TRUE,FALSE,6/1/25,1
5074,3nj00009,TRUE,,Swedesboro,NJ,8085,US,1654 High Hill Road,,,,TRUE,FALSE,6/1/25,1
5710,3nj00010,TRUE,,Allendale,NJ,7401,US,1 Pearl Court,,,,TRUE,FALSE,6/1/25,1
5711,3nj00011,TRUE,,Allendale,NJ,7401,US,2 Pearl Court,,,,TRUE,FALSE,6/1/25,1
5712,3nj00012,TRUE,,Allendale,NJ,7401,US,3 Pearl Court,,,,TRUE,FALSE,6/1/25,1
5714,3nj00013,TRUE,,Allendale,NJ,7401,US,5 Pearl Court,,,,TRUE,FALSE,6/1/25,1
5715,3nj00014,TRUE,,Allendale,NJ,7401,US,6 Pearl Court,,,,TRUE,FALSE,6/1/25,1
5716,3nj00015,TRUE,,Allendale,NJ,7401,US,7 Pearl Court,,,,TRUE,FALSE,6/1/25,1
5717,3nj00016,TRUE,,Allendale,NJ,7401,US,59 Route 17,,,,TRUE,FALSE,6/1/25,1
5729,3nj00017,TRUE,,Mahwah,NJ,7430,US,16 McKee Drive,,,,TRUE,FALSE,6/1/25,1
5731,3nj00018,TRUE,,Mahwah,NJ,7430,US,91 McKee Drive,,,,TRUE,FALSE,6/1/25,1
5733,3nj00019,TRUE,,Mahwah,NJ,7430,US,70-82 McKee Drive,,,,TRUE,FALSE,6/1/25,1
6214,3nj00020,TRUE,,Branchburg,NJ,8876,US,200-204 Evans Way,,,,TRUE,FALSE,6/1/25,1
6224,3nj00021,TRUE,,Fairfield,NJ,7004,US,12 Daniel Road,,,,TRUE,FALSE,6/1/25,1
6605,3nj00022,TRUE,,New Brunswick,NJ,8901,US,"705, 695, 699, 569/625 Joyce Kilmer Ave.",,,,TRUE,FALSE,6/1/25,1
6639,3nj00023,TRUE,,Greenwich Township,NJ,8027,US,"Block 255, Lot 1.02, Swedesboro Road",,,,TRUE,FALSE,6/1/25,1
6670,3nj00024,TRUE,,Fairfield,NJ,7004,US,15 Gloria Lane,,,,TRUE,FALSE,6/1/25,1
7020,3nj00025,TRUE,,East Hanover,NJ,7936,US,17 Farinella Drive,,,,TRUE,FALSE,6/1/25,1
7025,3nj00026,TRUE,,East Hanover,NJ,7936,US,23 Farinella Drive,,,,TRUE,FALSE,6/1/25,1
7364,3nj00027,TRUE,,Westville,NJ,8093,US,601 Ryan Avenue,,,,TRUE,FALSE,6/1/25,1
7706,3nj00028,TRUE,,Somerset,NJ,8873,US,155 Pierce Street,,,,TRUE,FALSE,6/1/25,1
7720,3nj00029,TRUE,,Fairfield,NJ,7004,US,6 Evans Street,,,,TRUE,FALSE,6/1/25,1
7850,3nj00030,TRUE,,Wharton,NJ,7801,US,321 Richard Mine Road,,,,TRUE,FALSE,6/1/25,1
7853,3nj00031,TRUE,,Rockaway,NJ,7866,US,100 Forge Way,,,,TRUE,FALSE,6/1/25,1
7855,3nj00032,TRUE,,Rockaway,NJ,7866,US,200 Forge Way,,,,TRUE,FALSE,6/1/25,1
7857,3nj00033,TRUE,,Rockaway,NJ,7866,US,300 Forge Way,,,,TRUE,FALSE,6/1/25,1
7859,3nj00034,TRUE,,Rockaway,NJ,7866,US,400 Forge Way,,,,TRUE,FALSE,6/1/25,1
7868,3nj00035,TRUE,,New Brunswick,NJ,8901,US,569 Joyce Kilmer Avenue,,,,TRUE,FALSE,6/1/25,1
6650,3njd1,TRUE,,,,,United States,"FIVF-III-NJD1, LP",,,,FALSE,FALSE,6/1/25,1
3800,3ny00001,TRUE,,Brentwood,NY,11717,US,180 Heartland Blvd,,,,TRUE,FALSE,6/1/25,1
6282,3ny00002,TRUE,,Farmingdale,NY,11735,US,120-200 Adams Blvd,,,,TRUE,FALSE,6/1/25,1
6627,3ny00003,TRUE,,Hauppauge,NY,11788,US,180 Motor Parkway,,,,TRUE,FALSE,6/1/25,1
7758,3ny00004,TRUE,,Melville,NY,11747,US,130 Baylis Rd,,,,TRUE,FALSE,6/1/25,1
3737,3oh00001,TRUE,,Columbus,OH,43209,US,2060-2098 N Integrity Dr,,,,TRUE,FALSE,6/1/25,1
4078,3oh00002,TRUE,,Fairfield,OH,45014,US,2701 Bobmeyer Rd,,,,TRUE,FALSE,6/1/25,1
5070,3oh00003,TRUE,,Columbus,OH,43209,US,3232 Allegheny Avenue,,,,TRUE,FALSE,6/1/25,1
5788,3oh00004,TRUE,,Cincinnati,OH,45245,US,4000-4024 Precision Dr,,,,TRUE,FALSE,6/1/25,1
6291,3oh00005,TRUE,,Columbus,OH,43229,US,4848 Evanswood Drive,,,,TRUE,FALSE,6/1/25,1
6561,3oh00006,TRUE,,Fairfield,OH,45014,US,8490 Seward Road,,,,TRUE,FALSE,6/1/25,1
7378,3oh00007,TRUE,,Columbus,OH,43228,US,1711-1715 Georgesville Rd,,,,TRUE,FALSE,6/1/25,1
7790,3oh00008,TRUE,,Columbus,OH,43217,US,6951 Alan Schwarzwalder Street,,,,TRUE,FALSE,6/1/25,1
7811,3oh00009,TRUE,,Columbus,OH,43228,US,1299 Boltonfield St,,,,TRUE,FALSE,6/1/25,1
3630,3pa00001,TRUE,,Norristown,PA,19401,US,9 S. Forrest Avenue,,,,TRUE,FALSE,6/1/25,1
4797,3pa00002,TRUE,,Bensalem,PA,19021,US,3100 Marwin Rd,,,,TRUE,FALSE,6/1/25,1
7040,3pa00003,TRUE,,Folcroft,PA,19032,US,801 Primos Avenue,,,,TRUE,FALSE,6/1/25,1
7737,3pa00004,TRUE,,Bristol,PA,19007,US,150 Rittenhouse Circle,,,,TRUE,FALSE,6/1/25,1
